18	2024-04-08 02:22:05.0	fe	0.0	2024-04-09 07:51:53.0	fe	538.0
19	2024-04-09 07:52:53.0	fe	0.0	2024-04-10 09:07:49.0	fe	1699.0
20	2024-04-10 09:09:11.0	fe	0.0	2024-04-11 11:06:36.0	fe	1195.0
21	2024-04-11 11:06:43.0	fe	0.0	2024-04-12 11:35:14.0	fe	1064.0
22	2024-04-12 11:35:28.0	fe	0.0	2024-04-13 12:37:47.0	fe	1904.0
23	2024-04-13 12:38:05.0	fe	0.0	2024-04-14 14:51:40.0	fe	2067.0
24	2024-04-14 14:51:57.0	fe	0.0	2024-04-15 11:23:10.0	fe	1327.0
25	2024-04-15 11:28:49.0	fe	0.0	2024-04-16 10:57:33.0	fe	1216.0
26	2024-04-16 10:57:41.0	fe	0.0	2024-04-17 10:19:34.0	fe	986.0
27	2024-04-17 10:20:19.0	fe	0.0	2024-04-18 09:45:23.0	fe	1332.0
28	2024-04-18 09:45:30.0	fe	0.0	2024-04-19 08:54:30.0	fe	1311.0
29	2024-04-19 08:54:33.0	fe	0.0	2024-04-20 09:39:38.0	fe	1588.0
30	2024-04-20 09:39:42.0	fe	0.0	2024-04-21 09:15:13.0	fe	1115.0
31	2024-04-21 09:15:16.0	fe	0.0	2024-04-22 09:21:11.0	fe	1678.0
32	2024-04-22 09:21:14.0	fe	0.0	2024-04-23 11:21:48.0	fe	677.0
33	2024-04-23 11:22:03.0	fe	0.0	2024-04-24 14:21:15.0	fe	646.0
34	2024-04-24 14:21:18.0	fe	0.0	2024-04-25 15:24:39.0	fe	570.0
35	2024-04-25 15:24:42.0	fe	0.0	2024-04-26 15:24:31.0	fe	1886.0
36	2024-04-26 15:24:34.0	fe	0.0	2024-04-27 15:59:48.0	FE	1054.0
37	2024-04-27 15:59:50.0	FE	0.0	2024-04-28 17:07:53.0	fe	984.0
38	2024-04-28 17:08:01.0	fe	0.0	2024-04-29 19:01:35.0	fe	1204.0
