39	2024-04-29 19:03:08.0	fe	0.0	2024-04-30 18:16:17.0	fe	1114.0
40	2024-04-30 18:16:22.0	fe	0.0	2024-05-01 19:39:37.0	fe	1229.0
41	2024-05-01 19:39:55.0	fe	0.0	2024-05-02 17:26:37.0	fe	813.0
42	2024-05-02 17:26:41.0	fe	0.0	2024-05-03 16:09:43.0	fe	721.0
43	2024-05-03 16:11:48.0	fe	0.0	2024-05-04 10:24:33.0	fe	993.0
44	2024-05-04 10:24:36.0	fe	0.0	2024-05-05 11:57:19.0	fe	1839.0
45	2024-05-05 11:57:26.0	fe	0.0	2024-05-06 17:59:27.0	fe	1050.0
46	2024-05-06 17:59:30.0	fe	0.0	2024-05-07 18:21:24.0	fe	1033.0
47	2024-05-07 18:44:45.0	fe	0.0	2024-05-08 09:40:59.0	fe	1751.0
48	2024-05-08 09:41:04.0	fe	0.0	2024-05-09 10:44:06.0	fe	1104.0
49	2024-05-09 10:45:07.0	fe	0.0	2024-05-10 15:10:12.0	fe	1155.0
50	2024-05-10 15:13:09.0	fe	0.0	2024-05-11 10:37:53.0	fe	1558.0
51	2024-05-11 10:38:01.0	fe	0.0	2024-05-12 07:20:48.0	fe	1582.0
52	2024-05-12 07:20:56.0	fe	0.0	2024-05-13 09:37:29.0	fe	968.0
53	2024-05-13 09:39:05.0	fe	0.0	2024-05-14 18:34:21.0	fe	1194.0
54	2024-05-14 18:34:31.0	fe	0.0	2024-05-15 21:43:55.0	fe	1117.0
55	2024-05-15 21:44:07.0	fe	0.0	2024-05-16 16:48:24.0	fe	1089.0
56	2024-05-16 16:48:29.0	fe	0.0	2024-05-17 10:51:45.0	fe	1075.0
57	2024-05-17 10:51:53.0	fe	0.0	2024-05-18 11:10:36.0	fe	1152.0
58	2024-05-18 11:22:01.0	fe	0.0	2024-05-19 13:17:57.0	fe	940.0
59	2024-05-19 13:18:00.0	fe	0.0	2024-05-20 10:58:50.0	fe	1022.0
60	2024-05-20 10:59:10.0	fe	0.0	2024-05-21 09:56:54.0	fe	1121.0
61	2024-05-21 09:57:02.0	fe	0.0	2024-05-22 10:04:26.0	fe	1236.0
62	2024-05-22 10:04:30.0	fe	0.0	2024-05-23 10:57:06.0	fe	1236.0
63	2024-05-23 13:51:00.0	fe	0.0	2024-05-24 11:03:50.0	fe	1345.0
64	2024-05-24 11:03:59.0	fe	0.0	2024-05-25 10:43:13.0	fe	1342.0
65	2024-05-25 10:43:17.0	fe	0.0	2024-05-26 14:49:46.0	fe	1820.0
66	2024-05-26 14:49:54.0	fe	0.0	2024-05-27 17:59:30.0	fe	1145.0
67	2024-05-27 18:00:08.0	fe	0.0	2024-05-28 16:26:02.0	fe	824.0
68	2024-05-28 16:26:11.0	fe	0.0	2024-05-29 13:59:11.0	fe	691.0
69	2024-05-29 13:59:24.0	fe	0.0	2024-05-31 11:44:35.0	fe	1933.0
70	2024-05-31 11:44:42.0	fe	0.0	2024-06-01 09:57:53.0	fe	1530.0
71	2024-06-01 10:02:48.0	fe	0.0	2024-06-02 09:44:56.0	fe	1292.0
72	2024-06-02 09:45:01.0	fe	0.0	2024-06-03 18:50:26.0	fe	1279.0
73	2024-06-03 18:50:35.0	fe	0.0	2024-06-04 15:47:01.0	fe	1109.0
74	2024-06-04 15:47:44.0	fe	0.0	2024-06-05 19:18:25.0	fe	882.0
75	2024-06-05 19:18:29.0	fe	0.0	2024-06-06 17:28:11.0	fe	1008.0
76	2024-06-06 17:30:28.0	fe	0.0	2024-06-07 18:27:40.0	fe	698.0
77	2024-06-07 18:27:49.0	fe	0.0	2024-06-08 15:47:54.0	fe	1206.0
78	2024-06-08 15:48:01.0	fe	0.0	2024-06-09 15:55:29.0	fe	1460.0
79	2024-06-09 15:55:33.0	fe	0.0	2024-06-10 09:16:54.0	fe	1364.0
80	2024-06-10 09:17:02.0	fe	0.0	2024-06-11 15:58:24.0	fe	1741.0
81	2024-06-11 15:58:28.0	fe	0.0	2024-06-12 10:42:18.0	fe	1138.0
82	2024-06-12 10:42:22.0	fe	0.0	2024-06-13 07:50:08.0	fe	2142.0
83	2024-06-13 07:50:14.0	fe	0.0	2024-06-14 10:12:24.0	fe	1232.0
84	2024-06-14 10:15:26.0	fe	0.0	2024-06-15 08:59:00.0	fe	1371.0
85	2024-06-15 08:59:10.0	fe	0.0	2024-06-16 10:46:03.0	fe	2193.0
86	2024-06-16 10:46:07.0	fe	0.0	2024-06-17 11:40:35.0	fe	1306.0
87	2024-06-17 11:41:17.0	fe	0.0	2024-06-18 09:02:57.0	fe	1245.0
88	2024-06-18 09:03:01.0	fe	0.0	2024-06-19 10:14:43.0	fe	1868.0
89	2024-06-19 10:24:45.0	fe	0.0	2024-06-20 09:19:18.0	fe	1918.0
90	2024-06-20 10:59:48.0	fe	0.0	2024-06-21 10:47:35.0	fe	1481.0
91	2024-06-21 10:47:41.0	fe	0.0	2024-06-22 07:22:10.0	fe	2163.0
92	2024-06-22 07:22:14.0	fe	0.0	2024-06-23 08:43:59.0	fe	1834.0
93	2024-06-23 08:44:07.0	fe	0.0	2024-06-24 10:54:25.0	fe	1331.0
94	2024-06-24 10:54:56.0	fe	0.0	2024-06-25 09:45:58.0	fe	356.0
95	2024-06-25 09:46:02.0	fe	0.0	2024-06-26 10:17:26.0	fe	1161.0
96	2024-06-26 10:20:21.0	fe	0.0	2024-06-27 12:48:23.0	fe	1308.0
97	2024-06-27 12:48:26.0	fe	0.0	2024-06-28 10:56:42.0	fe	930.0
98	2024-06-28 10:56:47.0	fe	0.0	2024-06-29 09:29:17.0	fe	1765.0
99	2024-06-29 09:29:25.0	fe	0.0	2024-06-30 14:03:01.0	fe	3102.0
100	2024-06-30 14:04:54.0	fe	0.0	2024-07-01 10:03:12.0	fe	1052.0
101	2024-07-01 10:03:59.0	fe	0.0	2024-07-02 12:11:28.0	fe	1213.0
102	2024-07-02 13:03:35.0	fe	0.0	2024-07-03 15:00:19.0	fe	1448.0
103	2024-07-03 15:00:24.0	fe	0.0	2024-07-04 12:42:51.0	fe	1180.0
104	2024-07-04 12:45:27.0	fe	0.0	2024-07-05 18:52:37.0	fe	1494.0
105	2024-07-05 18:52:44.0	fe	0.0	2024-07-06 09:15:25.0	fe	1622.0
106	2024-07-06 09:15:33.0	fe	0.0	2024-07-07 11:25:08.0	fe	1660.0
107	2024-07-07 11:28:25.0	fe	0.0	2024-07-08 07:59:42.0	fe	1355.0
108	2024-07-08 08:03:58.0	fe	0.0	2024-07-09 11:15:43.0	fe	707.0
109	2024-07-09 11:15:48.0	fe	0.0	2024-07-10 10:13:24.0	fe	820.0
110	2024-07-10 10:13:28.0	fe	0.0	2024-07-11 16:51:45.0	fe	883.0
111	2024-07-11 16:51:58.0	fe	0.0	2024-07-12 16:09:58.0	fe	305.0
112	2024-07-12 16:10:03.0	fe	0.0	2024-07-13 19:44:38.0	FE	884.0
113	2024-07-13 19:44:42.0	FE	0.0	2024-07-14 19:12:06.0	FE	1235.0
114	2024-07-14 19:12:09.0	FE	0.0	2024-07-15 19:49:54.0	FE	607.0
115	2024-07-15 19:49:59.0	FE	0.0	2024-07-16 21:45:18.0	fe	1051.0
116	2024-07-16 21:45:32.0	fe	0.0	2024-07-17 22:18:59.0	fe	1076.0
117	2024-07-17 22:19:05.0	fe	0.0	2024-07-19 12:07:32.0	fe	1226.0
118	2024-07-19 12:07:54.0	fe	0.0	2024-07-20 08:13:36.0	fe	2064.0
119	2024-07-20 08:31:53.0	fe	0.0	2024-07-21 12:53:04.0	fe	1909.0
120	2024-07-21 12:53:16.0	fe	0.0	2024-07-22 12:14:21.0	fe	964.0
121	2024-07-22 12:59:50.0	fe	0.0	2024-07-23 11:03:49.0	fe	1342.0
122	2024-07-23 11:03:53.0	fe	0.0	2024-07-24 09:50:45.0	fe	1251.0
123	2024-07-24 09:51:14.0	fe	0.0	2024-07-25 15:15:49.0	fe	841.0
124	2024-07-25 15:15:52.0	fe	0.0	2024-07-26 11:17:21.0	fe	1105.0
125	2024-07-26 11:17:27.0	fe	0.0	2024-07-27 13:53:45.0	fe	1613.0
126	2024-07-27 13:53:49.0	fe	0.0	2024-07-28 18:44:00.0	fe	1707.0
127	2024-07-28 18:44:05.0	fe	0.0	2024-07-29 22:24:50.0	fe	924.0
128	2024-07-29 22:25:00.0	fe	0.0	2024-07-31 11:07:10.0	fe	890.0
129	2024-07-31 11:07:21.0	fe	0.0	2024-08-01 16:41:07.0	fe	1988.0
130	2024-08-01 16:41:11.0	fe	0.0	2024-08-02 17:15:49.0	fe	1134.0
131	2024-08-02 17:15:52.0	fe	0.0	2024-08-03 12:39:05.0	fe	1400.0
132	2024-08-03 12:39:09.0	fe	0.0	2024-08-04 13:16:13.0	fe	2281.0
133	2024-08-04 13:16:56.0	fe	0.0	2024-08-05 14:39:21.0	fe	895.0
134	2024-08-05 14:46:16.0	fe	0.0	2024-08-06 19:50:38.0	FE	1056.0
135	2024-08-06 19:50:43.0	FE	0.0	2024-08-07 23:46:46.0	fe	1161.0
136	2024-08-07 23:46:50.0	fe	0.0	2024-08-08 18:36:50.0	fe	1079.0
137	2024-08-08 18:36:54.0	fe	0.0	2024-08-09 14:38:49.0	fe	951.0
138	2024-08-09 14:38:55.0	fe	0.0	2024-08-10 13:59:11.0	fe	1207.0
139	2024-08-10 13:59:17.0	fe	0.0	2024-08-11 10:52:42.0	fe	1046.0
140	2024-08-11 10:53:31.0	fe	0.0	2024-08-12 20:37:28.0	fe	770.0
141	2024-08-12 20:37:32.0	fe	0.0	2024-08-13 17:06:17.0	fe	380.0
142	2024-08-13 17:06:28.0	fe	0.0	2024-08-15 11:59:49.0	fe	1510.0
143	2024-08-15 12:00:03.0	fe	0.0	null	null	null
